County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Kings,Red Hook Farm Stand I,"560 Columbia St. Brooklyn, Near the BASIS Independent School",560 Columbia St,Brooklyn,NY,11231,Saara Nafici,7188586782,http://www.added-value.org/farmers-market,Sat 10am-3pm,June 18-November 19,M,Y,Y,N,Y,40.67237,-74.00884,"(40.67237, -74.00884)"
New York,79th Street Greenmarket,366 Columbus Ave btwn W 77th & W 81st Sts,West 79th St and Columbus Ave,New York,NY,10024,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/manhattan/79th-street,Sun 9am-4pm,Year-Round,YR,Y,Y,N,Y,40.78195,-73.97548,"(40.78195, -73.97548)"
Schenectady,Schenectady Greenmarket,Franklin St and Jay St. near City Hall,Franklin St and Jay St,Schenectady,NY,12305,Cheryl Whilby,5189860318,http://www.schenectadygreenmarket.org,Sun 10am-2pm,April 3-November 20,P/M,Y,Y,N,Y,42.81372,-73.94015,"(42.81372, -73.94015)"
New York,Grass Roots Farmers' Market,"Jackie Robinson Park W 145th St., btwn Edgecomb & Bradhurst Aves.",West 145th St and Edgecombe Ave,New York,NY,10030,Gabrielle Girigorie,2122522113,,Sat/Tue  9am-4pm,July 5-November 29,M,N,Y,N,Y,40.82365,-73.94385,"(40.82365, -73.94385)"
Dutchess,Poughkeepsie Waterfront Farmers' Market,75 North Water St.,75 North Water St.,Poughkeepsie,NY,12601,Theresa Mikoleski,8454710589,,Monday  3pm-6:30pm,May 2-October 24,M,N,Y,N,Y,41.70891,-73.93896,"(41.70891, -73.93896)"
Rockland,Nyack Farmers' Market,119 Main St. Municipal Parking Lot,Main St and Franklin St,Nyack,NY,10960,Roger Cohen,8453532221,http://www.nyackchamber.org,Thursday  8am-2pm,Year-round,YR,N,Y,N,Y,41.09154,-73.9216,"(41.09154, -73.9216)"
New York,Union Square Monday Greenmarket,"31 Union Square W, NW side of Park",Broadway and East 17th St,New York,NY,10003,Siobahn Keys,2127887476,https://www.grownyc.org/greenmarket/manhattan-union-square-w,Mon 8am-6pm,Year-round,YR,Y,Y,N,Y,40.73712,-73.99029,"(40.73712, -73.99029)"
Chemung,Grove Park Farmers' Market,4th St. & Walnut Ave. Elmira,Walnut Ave and West 4th St,Elmira,NY,14901,Matthew Glenn,6075464535,,Monday  3pm-6pm,June 6-October 31,M,Y,N,N,Y,42.0921,-76.82013,"(42.0921, -76.82013)"
Nassau,Kennedy Plaza WINTER Farmers' Market,50 W Park Ave Long Beach,50 W Park Ave,Long Beach,NY,11561,Debbie Grattan,5166705046,http://www.ligreenmarket.org,Wed 1pm-6pm,December 7-March 29,X/W,N,Y,N,Y,40.58814,-73.66575,"(40.58814, -73.66575)"
Ulster,Rosendale Farmers' Market,5 Hardenburgh Ln,5 hardenburgh Ln.,Rosendale,NY,12472,Robert Fade,8459439700,http://www.rosendalefarmersmarketny.com,Sun 10am-2pm,June 5-October 30,M,Y,N,N,Y,41.84442,-74.08274,"(41.84442, -74.08274)"
Kings,Bushwick Hope Ball Field Farmers' Market,Knickerbocker Ave btwn Menahan St & Grove St.,Knickerbocker Ave,Bushwick,NY,10301,Bianca Bockman,7188210254,http://www.riseboro.org,Wed 9am-3pm,May 18-November 23,P/M,Y,Y,N,Y,40.70117,-73.92252,"(40.70117, -73.92252)"
Westchester,Bowen Farm Stand,14 N Columbus Ave Mt. Vernon,14 North Columbus Ave.,Mount Vernon,NY,10553,Ruth Crosby,9144821749,,"Mon-Fri 10am-8pm, Sat 10am-6pm",July 15-November 30,M,Y,N,N,Y,40.9125,-73.82372,"(40.9125, -73.82372)"
Schenectady,Veggie Mobile-Hometown Health Ctr,1044 State Street Schenectady,1044 State Street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 2pm-2:45pm,Year-round,YR,N,Y,N,Y,42.8014,-73.9278,"(42.8014, -73.9278)"
Kings,Harvest Home Coney Island Farm Stand,Ocean Parkway btwn Ave Z & Shore Pkwy,Ocean Pkwy and Avenue Z,Brooklyn,NY,11235,Maritza Owens,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,June 17-November 18,M,Y,Y,N,Y,40.58669,-73.96578,"(40.58669, -73.96578)"
Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330,,Daily 10am-6pm,Year-round,YR,Y,N,N,Y,42.78332,-74.60004,"(42.78332, -74.60004)"
Rensselaer,Troy Waterfront WINTER Farmers' Market,"new 2022 location, Troy Atrium, 49 4th St, Troy, NY 12180",865 2nd Avenue,Troy,NY,12182,Stephen Ridler,5187084216,http://www.troymarket.org,Saturday  9am-2pm,"Nov 5-Apr 29, 2023",X/W/P,N,Y,Y,Y,42.73196,-73.68893,"(42.73196, -73.68893)"
Niagara,Niagara Falls City Monday Market,19th St. & Pine Ave.,1800-1808 Pine Ave,Niagara Falls,NY,14301,Alfonse Muto,7169984107,,Monday  9am-3pm,Year-round,YR,N,N,N,Y,43.09513,-79.03972,"(43.09513, -79.03972)"
Kings,Seeds in the Middle Farm Stand-Wyckoff,Wyckoff Street between Bond and Hoyt Streets,Wyckoff Street between Bond and Hoyt Streets,Brooklyn,NY,11217,Nancie Katz,9176973745,http://seedsinthemiddle.org,Saturday 10am-2pm,Year-round,YR,N,N,N,Y,40.68523,-73.98871,"(40.68523, -73.98871)"
Columbia,City of Hudson WINTER Farmers' Market,"601 Union St. Hudson, sidewalk",601 Union St.,Hudson,NY,12534,Marilyn Cederoth,5189650552,http://www.hudsonfarmersmarketny.com,Saturday  10am-1pm,"December 3-December 24, 2022",X,N,N,N,Y,42.24738,-73.78535,"(42.24738, -73.78535)"
