County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference
SUFFOLK,474780,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",SUNRISE FARM,QUIMSON ALFREDO R,631-475-3565,62,HEWLETT AVENUE,,,EAST PATCHOGUE,NY,11772,POINT (-72.985999 40.769427)
YATES,570070,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LEIDS NURSERY,LEID LAWRENCE & MARTHA,315-536-6406,1500,FLAT STREET,,,PENN YAN,NY,14527,POINT (-77.052303 42.692297)
CHAUTAUQUA,66517,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MIDWAY GARDEN CENTER LLC,COCHRAN ROBERT,716-386-5113,4876,ROUTE 430,,,DEWITTVILLE,NY,14728,POINT (-79.420955 42.203225)
STEUBEN,466999,Nursery Stock Only,10 Acres or Less,,HIDDEN SPRINGS TREE FARM LLC,KRAUS KEITH A AND MICHELLE D,607-525-6456,2300,COUNTY ROUTE 61,,,GREENWOOD,NY,14839,POINT (-77.710164 42.110816)
DUTCHESS,130420,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MCENROE ORGANC FARM,MCENROE RAY AND DURST DOUGLAS,518-789-3252,194,COLEMAN STATION ROAD,,,MILLERTON,NY,12546,POINT (-73.519557 41.902666)
SUFFOLK,472380,Combined Nursery and Greenhouse,,"20,001 SqFt of Glass or More",JAY W GUILD  WHOLESALE GROWER,GUILD JAY W,631-765-5299,,RR 36400 NORTH ROAD,,,PECONIC,NY,11958,POINT (-72.461908 41.043664)
OSWEGO,645532,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ANN'S STAND,ANN OBRIEN,315-836-7221,889,ROWLEE ROAD,,,FULTON,NY,13069,POINT (-76.42495500000001 43.367504)
SUFFOLK,645347,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",KEIL NORMAN NURSERY,N & O HORTICULTURAL PRODUCTS LTD,631-584-6330,5645,ALDRICH LANE,,,LAUREL,NY,11948,POINT (-72.570994 40.98038)
SUFFOLK,474599,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",GLASS GREENHOUSE THE,GABRIELSEN WALTER JR,631-722-2121,1350,MAIN ROAD,,,JAMESPORT,NY,11947,POINT (-72.592101 40.94766)
SUFFOLK,646361,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",THERA FARMS LLC,THEODORE BOLKAS,631-478-5229,1725,BRENTWOOD RD,,,BRENTWOOD,NY,11717,POINT (-73.246176 40.774401)
ONONDAGA,312834,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",CROSS CREEK NURSERY INC,CROSS CREEK NURSERY INC,315-682-1118,8390,CAZENOVIA ROAD,,,MANLIUS,NY,13104,POINT (-75.947209 42.985454)
DUTCHESS,130894,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",PERRY HILL FARM INC,JONATHAN AND VICKI HARKNESS,845-877-7021,625,BUTTS HOLLOW RD,,,DOVER PLAINS,NY,12522,POINT (-73.587346 41.774749)
WAYNE,645349,Nursery Stock Only,10 Acres or Less,,PHEASANT LANDING NURSERY,DANIEL KYPER,315-524-8563,811,"BOSTON ROAD, C/O DANIEL KYPER",,,ONTARIO,NY,14519,POINT (-77.341629 43.255738)
OTSEGO,644569,Nursery Stock Only,10 Acres or Less,,CHERRY VALLEY LILACS,CHARLE PAN DAWSON,607-435-4346,54,LANCASTER ST,,,CHERRY VALLEY,NY,13320,POINT (-74.74981800000002 42.794897)
CAYUGA,646428,Nursery Stock Only,10 Acres or Less,,FOLLS FLOWER FARM,THEA FOLLS,heather@follsflo,4396,HARTER ROAD,,,AUBURN,NY,13021,POINT (-76.460034 42.8243)
SARATOGA,416407,Nursery Stock Only,11-100 Acres,,NYS ENVIRONMENTAL CONS,LEE DAVID,518-581-1439,,ROUTE 9,,,SARATOGA SPRINGS,NY,12866,POINT (-73.759248 43.07772)
WAYNE,544940,Nursery Stock Only,11-100 Acres,,ALAN FRANKES NURSERY,FRANKE ALAN,315-926-5128,4169,HALL CENTER ROAD,,,WALWORTH,NY,14568,POINT (-77.250155 43.155289)
ONONDAGA,646447,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ADOPTED ROOTS,CASSIDY WALLACE,315-455-0143,410,S WARREN ST,,,SYRACUSE,NY,13202,POINT (-76.150799 43.04689)
BROOME,30165,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TRI BROOM FARMS,PALCZYNSKI ROBERT & PATRICIA,607-722-9293,381,PIERCE CREEK ROAD,,,BINGHAMTON,NY,13903,POINT (-75.873653 42.041022)
ULSTER,514261,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROS CORP,845-338-4936,25,BRABRANT ROAD,,,KINGSTON,NY,12401,POINT (-74.02329 41.945954)
SUFFOLK,645333,Nursery Stock Only,11-100 Acres,,VERDERBER LANDSCAPE NURSERY INC,VERDERBER LANDSCAPE NURSERY INC,631-722-4388,4899,SOUND AVENUE,,,RIVERHEAD,NY,11901,POINT (-72.634433 40.967909)
NEW YORK,646120,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LEPANTO FLORIST LTD,ATHANASIOS AND ALEXANDROS BARPAGIANIS,212-929-4226,110,WEST 17TH ST,,,NEW YORK,NY,10011,POINT (-73.996196 40.739585)
ERIE,141303,Nursery Stock Only,10 Acres or Less,,"WOODSTREAM NURSERIES, INC",WOODSTREAM NURSERIES INC,716-741-3434,8500,WOLCOTT ROAD,,,CLARENCE CTR,NY,14032,POINT (-78.67782 43.058115)
ERIE,140783,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FARKES JOHN GREENHOUSES,FARKES JOHN,716-649-0410,3423,SOUTH CREEK ROAD,,,HAMBURG,NY,14075,POINT (-78.862198 42.706959)
SUFFOLK,470109,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",SCHLECHT NURSERY INC,SCHLECHT NURSERY INC,631-878-2541,41,OAK STREET,,,CENTER MORICHES,NY,11934,POINT (-72.782663 40.81124)
ONONDAGA,644627,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MARCOS DIEGO FLOWERS,MARCOS DIEGO FLOWERS,315-622-0570,4511,BUCKLEY RD,,,LIVERPOOL,NY,13088,POINT (-76.20243 43.141379)
PUTNAM,375631,Nursery Stock Only,11-100 Acres,,ANGELS GROUND COVERS INC,ANGELS GROUND COVERS INC,914-788-0384,1-7,HIDDEN MEADOW LANE,,,PUTNAM VALLEY,NY,10579,POINT (-73.833793 41.365798)
WARREN,645387,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE LAZY MOOSE GARDEN MARKET,PAUL G. SCHUERLEIN,518-494-4039,6499,STATE ROUTE 8,,,BRANT LAKE,NY,12815,POINT (-73.758236 43.673913)
SUFFOLK,644484,Nursery Stock Only,10 Acres or Less,,BROADVIEW GARDENS EH INC,CHRISTINE WARREN,631-537-0051,651,SAGG MAIN ST,,,AMAGANSETT,NY,11930,
OSWEGO,646365,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAN HERSHBERGER,DAN HERSHBERGER,,23,FRAZER RD,,,PULASKI,NY,13142,POINT (-76.096731 43.626488)
ONTARIO,324947,Nursery Stock Only,10 Acres or Less,,GARDENLAND INC,GARDENLAND INC,315-548-8983,15,EAGLE STREET,PO BOX 66,,PHELPS,NY,14532,POINT (-77.068014 42.959265)
SUFFOLK,644227,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BONSAI BOY,TUMOLO MARK,631-569-4200,1091,MONTAUK HWY,,,PATCHOGUE,NY,11772,POINT (-72.974388 40.768474)
SUFFOLK,646388,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LANDSCAPE DETAILS INCORPORATED,"MICHAEL DERRIS, ZACKARY CRAWFERD",,98,INDUSTRIAL ROAD,,,EAST HAMPTON,NY,11937,POINT (-71.961682 41.040663)
ULSTER,514726,Nursery Stock Only,10 Acres or Less,,W&K SPLIT RAIL NURSERY & TREE FARM,MINARD WILLIAM R,845-795-5643,346,MAHONEY ROAD,,,MILTON,NY,12547,POINT (-73.985394 41.679831)
SUFFOLK,643715,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MOTHER EARTHS LANDSCAPE MASONRY AND SUPPLY INC,JOHN GILLIGAN,631-368-6047,350,ELWOOD RD,,,EAST NORTHPORT,NY,11731,POINT (-73.335535 40.864353)
NIAGARA,644982,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",OLSON FARMS INC,JACK OLSON,,5970,S TRANSIT ROAD,,,LOCKPORT,NY,14094,POINT (-78.696889 43.135059)
SUFFOLK,472259,Nursery Stock Only,10 Acres or Less,,SIPALA LNDSCAPE SER INC,MIKE SIPALIA,631-586-8842,8,MACNIECE PLACE,,,DIX HILLS,NY,11746,POINT (-73.340607 40.796469)
YATES,573959,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SENECA VIEW GREENHOUSE,ZIMMERMAN RAYMOND R,315-531-8521,2456,ROUTE 14,,,PENN YAN,NY,14527,POINT (-76.943832 42.645858)
WARREN,520268,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORTHLAND GARDENS INC,NORTHLAND GARDENS INC,518-798-4277,423,WEST MOUNTAIN ROAD,,,QUEENSBURY,NY,12804,POINT (-73.733576 43.307758)
SUFFOLK,476044,Nursery Stock Only,10 Acres or Less,,NISSEQUOGUE FARMS LLC,OGDENS DESGN & PLNT INC,631-473-5064,650,NORTH COUNTRY ROAD,,,SAINT JAMES,NY,11780,POINT (-73.150624 40.896972)
COLUMBIA,100578,Nursery Stock Only,101 Acres or More,,ZINO NURSERIES INC,ZINO NURSERIES & LANDSCAPING INC,518-325-3658,,SKY FARM RD - FARM E,,,COPAKE,NY,12516,POINT (-73.56152600000001 42.106514)
JEFFERSON,645420,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MARTIN ROAD NORTH GARDENS,BRUCE JOHNSON,315-783-9945,28483,MARTIN ROAD NORTH,,,EVANS MILLS,NY,13637,POINT (-75.800626 44.093643)
MONTGOMERY,645494,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LOG CABIN PRODUCE,NATHAN M. GEHMAN,717-553-0977,953,FORDSBUSH ROAD,,,FORT PLAIN,NY,13339,POINT (-74.73382 42.981843)
CHEMUNG,645850,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NOOSHE JOON FARM,SHABNAM RALLWOOD,607-281-5218,26,HAZELWOOD,,,ELMIRA,NY,14905,POINT (-76.874548 42.085996)
SARATOGA,644652,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SORANO'S GREENHOUSES LLC,STEVEN AND JUDY SORANO,518-745-6861,7,PETTIS ROAD,,,GANSEVOORT,NY,12831,POINT (-73.652692 43.194418)
WESTCHESTER,645907,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LAKEVIEW FLORIST & POND SUPPLIES,CJ SABATINO & CHRIS SABATINO,914-831-0758,285,LAKEVIEW AVENUE,,,VALHALLA,NY,10595,POINT (-73.785446 41.081815)
ALLEGANY,645561,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SNYDER HILL,DEBRA BENTLEY,585-567-2621,5949,CR 4,,,FILLMORE,NY,14735,POINT (-78.071428 42.452024)
GREENE,646328,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE LO FARM LLC,"LEAH MUNSEY, ORLANDO DIAZ",501-231-2460,5204,ROUTE 32,,,CATSKILL,NY,12414,POINT (-73.983099 42.227998)
CLINTON,96438,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COOK AND GARDENER,WARD ELIZABETH A,518-563-9308,139,TOM MILLER ROAD,,,PLATTSBURGH,NY,12901,POINT (-73.489942 44.706359)
YATES,645722,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BURKHOLDER ELI & RACHEL,ELI & RACHEL BURKHOLDER,607-243-9992,5293,RAY CROSBY ROAD,,,DUNDEE,NY,14837,POINT (-77.019681 42.508217)
ERIE,644981,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",OLSON FARMS INC,JACK OLSON,,1941,TONAWANDA CREEK ROAD,,,BUFFALO,NY,14228,POINT (-78.777658 43.065228)
OSWEGO,645118,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MANASS HERSHBERGER,MANASS HERSHBERGER,,153,PECK ROAD,,,PULASKI,NY,13142,POINT (-76.079806 43.560408)
SARATOGA,646157,Nursery Stock Only,10 Acres or Less,,CANDY CANE FARM LLC,THEODORE AND ANNE KUSNIERZ,518-792-4778,327,GANSEVOORT ROAD,,,FORT EDWARD,NY,12828,
SUFFOLK,645631,Nursery Stock Only,101 Acres or More,,DELALIO SOD FARMS LLC,DELALIO SOD FARMS LLC,631-242-3700,,RANDALL ROAD & COOPER STREET,,,SHOREHAM,NY,11786,POINT (-72.891282 40.945452)
JEFFERSON,646085,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",WATERTOWN GARDEN CENTER & LANDSCAPE SUPPLY INC,JUSTIN CHESBROUGH,315-921-5253,17940,US RT 11,,,WATERTOWN,NY,13601,POINT (-75.941342 43.9257)
CHAUTAUQUA,67023,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SLIPPERY ROCK NURSERY MIKES NURSERY,KRAUTH MICHAEL C,716-763-1612,199,EAST FAIRMONT AVENUE,,,LAKEWOOD,NY,14750,
CHAUTAUQUA,645932,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",THE RELEAF MARKET LLC,KERRY TRAMMEL,828-702-3128,1778,FOOTE AVE EXT,,,JAMESTOWN,NY,14701,POINT (-79.225642 42.074944)
SUFFOLK,646173,Nursery Stock Only,10 Acres or Less,,EMMAS GARDEN GROWERS INC,"ERIC, SCOTT, JEFF KEIL",,285,SWEET HOLLOW ROAD,,,HUNTINGTON,NY,11743,POINT (-73.424447 40.805749)
ONTARIO,324927,Combined Nursery and Greenhouse,10 Acres or Less,,NORTH OF THE BORDER,BRUNO TONY J JR,315-521-4255,2969,NORTH GENESEE STREET,,,GENEVA,NY,14456,POINT (-76.984256 42.889659)
SUFFOLK,470035,Nursery Stock Only,11-100 Acres,,COUNTRY GARDENS NURSERY,LANDSCAPING BY COUNTRY GARDNS INC,631-325-1522,220,OLD COUNTRY ROAD,,,EASTPORT,NY,11941,POINT (-72.714353 40.833226)
GENESEE,185317,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FENTONS PRODUCE LLC,FENTON PAUL & GAIL,585-343-9491,3323,PRATT ROAD,,,BATAVIA,NY,14020,POINT (-78.262002 43.012416)
KINGS,644128,Nursery Stock Only,10 Acres or Less,,MIDTOWN CARNIVORES,JONATHAN KUI,347-464-8387,2518,E 22ND ST,,,BROOKLYN,NY,11235,POINT (-73.947705 40.590384)
SUFFOLK,474770,Nursery Stock Only,10 Acres or Less,,FORT POND NATIVE PLANTS INC,FORT POND NATIVE PLANTS INC,631-668-6452,2,SOUTH EMBASSY STREET,,,MONTAUK,NY,11954,POINT (-71.94638 41.035216)
ONONDAGA,646303,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",REEF CROPS LLC,JAY MEYER,315-420-8000,400,WEST GENESEE RD,,,BALDWINSVILLE,NY,13027,
HERKIMER,646119,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LEON NEWSWANGER/MANOR FARMS,LEON NEWSWANGER,315-823-2671,5356,ST HWY 167,,,LITTLE FALLS,NY,13365,POINT (-74.812246 43.045284)
SARATOGA,416458,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ANDERSON ACRES,ANDERSON JUDITH,518-882-6050,2399,ROUTE 67,,,WEST CHARLTON,NY,12010,POINT (-74.060628 42.976085000000005)
SCHENECTADY,422830,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",PEDRICKS GLASS GARDENS INC,PEDRICKS GLASS GARDENS INC,518-399-6363,35,SARATOGA ROAD,,,SCOTIA,NY,12302,POINT (-73.942068 42.851737)
ALLEGANY,645885,Nursery Stock Only,10 Acres or Less,,PANEKS PICKIN PATCH,KERRY PANEK,585-589-6155,41,SCHUYLER STREET,,,BELMONT,NY,14813,POINT (-78.031452 42.223206)
ST. LAWRENCE,645884,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GRASSE RIVER HEMP,JOSEPH P EISELE,315-212-6002,6900,CR 27,,,CANTON,NY,13617,
ALBANY,13441,Nursery Stock Only,10 Acres or Less,,CLOVER LEAF NURSIES INC,CLOVER LEAF NURSERIES INC,518-465-6074,52,EAST ELMWOOD ROAD,,,MENANDS,NY,12204,POINT (-73.713789 42.694619)
MONROE,645628,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",KIRBYS FARM MARKET,"TIMOTHY KIRBY, LINDA KIRBY & CHAD KIRBY",585-637-2600,9739,RIDGE ROAD,,,BROCKPORT,NY,14420,POINT (-77.984484 43.251942)
WASHINGTON,644033,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PERRYWINKLES,KEEGAN WAITE,518-461-7485,4003,STATE RTE 40,,,ARGYLE,NY,12809,POINT (-73.505196 43.161366)
DELAWARE,646289,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",EAST BRANCH FARMS,MADALYN WARREN,607-326-6177,52234,ST HWY 30,,,ROXBURY,NY,12474,POINT (-74.579991 42.267497)
ONONDAGA,315110,Nursery Stock Only,11-100 Acres,,TWIN OAKS NURSERY INC,TWIN OAKS NURSERY INC,315-437-9678,7841,PECK ROAD,,,KIRKVILLE,NY,13082,POINT (-75.982838 43.110445)
OTSEGO,646201,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CENTER VALLEY FARM,SONJA EKLUND,607-397-2238,1101,CENTER VALLEY ROAD,,,WORCESTER,NY,12197,POINT (-74.680682 42.584983)
MONTGOMERY,643700,Nursery Stock Only,10 Acres or Less,,BUDZIES NURSERY - DIVISION OF BUDZIAK ENTERPRISES,RAYMOND BUDZIAK,518-673-8223,6825,STATE HWY 10,,,CANAJOHARIE,NY,13317,POINT (-74.60810900000001 42.874265)
YATES,575382,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COUNTRYSIDE NURSERY,ZIMMERMAN MERVIN W,607-243-3895,6100,ROUTE 14A,,,ROCK STREAM,NY,14878,POINT (-76.973308 42.468187)
RENSSELAER,380551,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",HILLTOP GREENHOUSE,MIDDIS PATRICIA R,518-339-4212,84,HUMPHREY WAY,,,VALLEY FALLS,NY,12185,POINT (-73.514318 42.853409)
SCHUYLER,447153,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",T&T GREENHOUSES,TALMA TAMMIE,607-377-2366,3340,ROUTE 226,,,BRADFORD,NY,14815,POINT (-77.058155 42.394578)
CATTARAUGUS,644508,Nursery Stock Only,10 Acres or Less,,THE DUDA FAMILY FARM,DAVID DUDA,716-353-4303,9582,N. SISSON ROAD,,,MACHIAS,NY,14101,POINT (-78.553745 42.411692)
ALBANY,644253,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PICK-A-WEED FARMS,WATT RICHARD & LAURA,518-767-2869,656,STARR RD,,,RAVENA,NY,12143,POINT (-73.869905 42.506428)
TOMPKINS,502992,Nursery Stock Only,10 Acres or Less,,HUNTS TREE FARM,HUNT ROBERT F,607-539-7582,225,ELMIRA ROAD,,,ITHACA,NY,14850,POINT (-76.506431 42.429016)
CLINTON,643705,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",AMBROSE BLACK WALNUT TREES,RICHARD AMBROSE,518-563-7942,16 A,LOZIER PLACE,,,PLATTSBURGH,NY,12901,POINT (-73.455864 44.708254)
MONTGOMERY,646078,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",LANDMARK FARMS DBA,FREDERICK SAITA,518-587-9586,4716,STATE HIGHWAY 30,,,AMSTERDAM,NY,12010,POINT (-74.188632 42.98054400000001)
SCHENECTADY,644571,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CORNELL COOPERATIVE EXTENSION SCHENECTADY COUNTY,SARAH PECHAR,518-372-1622,180,PTL ARTHUR CHAIRES LANE,,,SCHENECTADY,NY,12308,
WESTCHESTER,552446,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",VALLEY VIEW GREENHOUSES,VALLEY VIEW GREENHOUSES,914-533-2504,229,SMITH RIDGE ROAD,,,SOUTH SALEM,NY,10590,POINT (-73.521167 41.234351)
BROOME,35755,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BYCES GREENHOUSE,BYCE ROBERT A,607-773-8032,386,PARK AVENUE,,,BINGHAMTON,NY,13903,POINT (-75.913738 42.062171)
TIOGA,645699,Nursery Stock Only,11-100 Acres,,WEST CREEK FAMILY FARM LLC,KEN & PEGGY VAN VORCE,607-221-6280,238,BACK WEST CREEK ROAD,,,NEWARK VALLEY,NY,13811,POINT (-76.238817 42.235715000000006)
RENSSELAER,645212,Nursery Stock Only,101 Acres or More,"2,000 SqFt of Glass or Less",ELHANNON NURSERY INC,D. JAMES SUTTON AND CONNER A. SUTTON,518-686-5553,20716,STATE ROUTE 22,,,PETERSBURG,NY,12138,POINT (-73.33896 42.843613)
CORTLAND,112152,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",CORTLAND GREENHOUSE,ZERRILLO ANTHONY,607-753-1990,55,MILLER STREET,,,CORTLAND,NY,13045,POINT (-76.18502 42.611964)
SUFFOLK,475359,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LA CORTES FARMSTAND,LA CORTE PAUL,516-315-0821,339,MONTAUK HIGHWAY,,,MORICHES,NY,11955,POINT (-72.829113 40.807655)
ONTARIO,644681,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FRUITION SEEDS LLC,PETRA PAGE-MANN,,7921,HICKORY BOTTOM RD,,,NAPLES,NY,14512,POINT (-77.436364 42.629913)
MONROE,645427,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",BAUMANS FARM MARKET LLC,JAMES AND BARBARA BAUMAN,585-671-2820,1340,FIVE MILE LINE ROAD,,,WEBSTER,NY,14580,POINT (-77.474742 43.184346)
ONONDAGA,644615,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",KARENS PERENNIALS,KAREN PALMER,315-636-8930,2798,BUCKWHEAT RD,,,MARIETTA,NY,13110,POINT (-76.2412 42.906087)
JEFFERSON,645490,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HAPPY RETURNS,CHARLOTTE EVERETT,315-493-4535,3345,FULLER ROAD,,,CARTHAGE,NY,13619,POINT (-75.650108 43.93561)
STEUBEN,644359,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,8511,STEVENS RD,,,LINDLEY,NY,14858,POINT (-77.199196 42.044180000000004)
ERIE,142220,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SENECA GREENHOUSE,FLETT RICHARD J JR,716-677-0681,2250,TRANSIT ROAD,,,WEST SENECA,NY,14224,POINT (-78.696921 42.82863)
FRANKLIN,645144,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ADK GROWERS LLC,GARY PECORE,315-328-4482,,FINNEY BLVD,,,MALONE,NY,12953,POINT (-74.270547 44.785967)
SUFFOLK,644550,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ARTHURS NURSERY,RICHARD AUSPAKER,631-265-2992,391,COMMACK ROAD,,,COMMACK,NY,11725,POINT (-73.294095 40.832562)
ORANGE,643635,Combined Nursery and Greenhouse,,"2,000 SqFt of Glass or Less",ANGELAS GREENHOUSE,ANGELA GROSSO,845-800-2491,91,A COLLABAR ROAD,,,MONTGOMERY,NY,12549,POINT (-74.313595 41.540475)
ERIE,644338,Nursery Stock Only,10 Acres or Less,,KEMPSTON ENTERPRISES LLC,KEMPSTON STEVEN,716-649-6594,3242,OLD LAKEVIEW RD,,,HAMBURG,NY,14075,POINT (-78.869295 42.71329)
CATTARAUGUS,644462,Nursery Stock Only,11-100 Acres,,NATURAL LANDWORKS,ZYWICZINSKI JASON & MARK,716-537-2927,PIERCE,HILL RD,,,FRANKLINVILLE,NY,14737,
ORLEANS,346577,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PENNAS FARM MARKET,PENNA NICHOLAS,585-721-7684,4064,HOLLEY BYRON ROAD,,,HOLLEY,NY,14470,POINT (-78.030885 43.216472)
DUTCHESS,130978,Nursery Stock Only,11-100 Acres,,BILMAR NURSERIES INC,BILMAR NURSERIES INC,818-968-6602,26,BILMAR BOULEVARD,,,PLEASANT VALLEY,NY,12569,POINT (-73.81243 41.725773)
CAYUGA,645100,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",BRADTKE GREENHOUSES LLC,ROBERT BRADTKE JR.,315-834-6885,3360,EAST BRUTUS STREET,,,WEEDSPORT,NY,13166,POINT (-76.517977 43.035637)
MADISON,252542,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",DEBRUCQUE GRNSES INC,GARY DEBRUCQUE,315-380-1015,431,NEW BOSTON STREET,,,CANASTOTA,NY,13032,POINT (-75.762625 43.084008)
STEUBEN,463027,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SD LANG ENT INC DBA VAN SCOTER FLORIST,SD LANG ENTERPRISES INC,607-776-2184,7209,ROUTE 54,PO BOX 688,,BATH,NY,14810,POINT (-77.305941 42.350808)
SCHOHARIE,430083,Nursery Stock Only,11-100 Acres,,SCHOHARIE NURSERIES,GUERNSEY F A&COMPANY INC,518-295-7400,149,BRIDGE STREET,,,SCHOHARIE,NY,12157,POINT (-74.320063 42.66273)
WYOMING,566451,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",IMAGE GARDENSCAPES,WAGNER SCOTT,585-492-3744,7332,NORTH WOODS ROAD,,,ARCADE,NY,14009,POINT (-78.456204 42.547395)
BROOME,646161,Nursery Stock Only,10 Acres or Less,,HORTON CREEK GARDENS LLC,CLINTON AND EMILY CHILDRESS,607-222-9902,4380,BRADY HILL RD,,,BINGHAMTON,NY,13903,POINT (-75.855994 42.01692800000001)
STEUBEN,467072,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",STOLTZFUS GARDENS,STOLTZFUS RUDOLPH & KATE,,7567,HARDSCRABBLE ROAD,,,ADDISON,NY,14801,POINT (-77.262663 42.098227)
SARATOGA,645299,Nursery Stock Only,10 Acres or Less,,GARYS NURSERY,GARY HUTCHINGS,401-787-2453,186,COLEBROOK ROAD,,,GANSEVOORT,NY,12831,POINT (-73.65263700000001 43.140444)
