,Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference,zip
2970,Lowville G.A.R. SoldierΓÇÖs Monument,Lewis,07/29/2009,08NR05915,-75.4955222694,43.7908393381,POINT (-75.4955222694 43.7908393381),13367
2971,Blewer Farm and Tenant House,Tioga,03/16/1998,97NR01270,-76.2324561335,42.1978709216,POINT (-76.2324561335 42.1978709216),13811
2972,Lalino Stone Arch Bridge,Herkimer,12/28/2001,01NR01839,-74.9447683568,43.1372942517,POINT (-74.9447683568 43.1372942517),13406
2973,Seventh Day Baptist Church,Madison,10/05/2005,05NR05439,-75.8850814058,42.7612619311,POINT (-75.8850814058 42.7612619311),13052
2974,Mackay Estate Water Tower,Nassau,03/14/1991,90NR03289,-73.6394135958,40.7974038804,POINT (-73.6394135958 40.7974038804),11576
2975,Old Madison County Courthouse,Madison,06/15/1978,90NR01447,-75.6413633821,42.8981328527,POINT (-75.6413633821 42.8981328527),13408
2976,"Jay, John, Homestead",Westchester,07/24/1972,90NR02425,-73.6588580586,41.2506011164,POINT (-73.6588580586 41.2506011164),10507
2977,Atlantic Avenue Control House,Kings,05/06/1980,90NR01275,-73.9779920867,40.6844473899,POINT (-73.9779920867 40.6844473899),11227
2978,Poughkeepsie and Connecticut Stanfordville Station,Dutchess,,15NR00048,-73.7153912781,41.8678279517,POINT (-73.7153912781 41.8678279517),12581
2979,St. Thomas Episcopal Church,Tompkins,04/20/1995,95NR00762,-76.3453789937,42.3943114222,POINT (-76.3453789937 42.3943114222),14817
2980,"Bussey, Esek, Firehouse",Rensselaer,07/16/1973,90NR00990,-73.6793538737,42.7397758163,POINT (-73.6793538737 42.7397758163),12180
2981,House at 19 Locust Place,Nassau,02/18/1988,90NR01752,-73.6506408669,40.8441382566,POINT (-73.6506408669 40.8441382566),11579
2982,Brigadier General David McCarty Stone Cottage,Albany,07/28/2015,15NR00015,-73.7921793593,42.4745348115,POINT (-73.7921793593 42.4745348115),12045
2983,Brooklyn Borough Hall,Kings,01/10/1980,90NR01259,-73.9901994719,40.6927385382,POINT (-73.9901994719 40.6927385382),11201
2984,"Robb, J.T., House No. 1",Suffolk,,91NR00280,-73.4124829072,40.9034455419,POINT (-73.4124829072 40.9034455419),11743
2985,First Presbyterian Church of Ontario Center,Wayne,06/03/1998,98NR01327,-77.301551596,43.2251887722,POINT (-77.301551596 43.2251887722),14589
2986,Knickerbocker Hotel,New York,04/11/1980,90NR00656,-73.9860422394,40.7553233789,POINT (-73.9860422394 40.7553233789),10036
2987,Walrath-Van Horne House,Montgomery,09/27/1980,90NR01558,-74.6184350118,42.941281619,POINT (-74.6184350118 42.941281619),13339
2988,"Richardson Hall, Saint Lawrence University",St. Lawrence,05/01/1974,90NR02570,-75.163144071,44.5920937462,POINT (-75.163144071 44.5920937462),13617
2989,Presbyterian Rest for Convalescents,Westchester,04/27/2011,08NR05930,-73.7674831333,41.0385209582,POINT (-73.7674831333 41.0385209582),10603
2990,"Van Gelder, David, Octagon House (Spring Side"")""",Greene,01/16/1998,97NR01264,-73.8731812003,42.2180774549,POINT (-73.8731812003 42.2180774549),12414
2991,Beth-El Jewish Center of Flatbush,Kings,05/29/2009,09NR05973,-73.9594449744,40.6011542255,POINT (-73.9594449744 40.6011542255),11229
2992,Riverside Church,New York,12/12/2012,12NR06373,-73.9630856459,40.8117638787,POINT (-73.9630856459 40.8117638787),10027
2993,Putnam Camp,Essex,10/17/2012,12NR06366,-73.7616871501,44.1564835115,POINT (-73.7616871501 44.1564835115),12943
2994,"Cox, Richard, House",Suffolk,08/21/1986,90NR01898,-72.5575126597,40.9985210466,POINT (-72.5575126597 40.9985210466),11952
2995,"Wilder Farmstead, Boyhood Home of Alanzo Wilder",Franklin,11/19/2014,08NR05911,-74.2174514196,44.8684828104,POINT (-74.2174514196 44.8684828104),12953
2996,Trapps Mountain Hamlet Historic District,Ulster,11/02/2000,00NR01643,-74.212334825,41.7321998214,POINT (-74.212334825 41.7321998214),
2997,Drover's Tavern,Onondaga,04/18/2003,02NR04947,-75.9162808793,42.967529604,POINT (-75.9162808793 42.967529604),13035
2998,"LeRay, Vincent, House",Jefferson,11/15/1973,90NR01182,-76.3427444497,44.126351779,POINT (-76.3427444497 44.126351779),13618
2999,Pakatakan Artist's Colony Historic District,Delaware,02/21/1989,90NR00279,-74.6240219148,42.1429396117,POINT (-74.6240219148 42.1429396117),12406
3000,Eaton Corners Historic District,Schenectady,10/11/1984,90NR02622,-74.2469359759,42.8051802581,POINT (-74.2469359759 42.8051802581),12053
3001,Ravina,Delaware,02/04/2000,00NR01586,-75.2078216846,41.8711027831,POINT (-75.2078216846 41.8711027831),13783
3002,Log Cabin Church,Fulton,03/18/1999,99NR01431,-74.294519635,43.0427577483,POINT (-74.294519635 43.0427577483),12078
3003,The Courier Building,Onondaga,02/14/2014,13NR06503,-76.1495018877,43.0498472243,POINT (-76.1495018877 43.0498472243),13202
3004,DONALD MANN HOUSE,Monroe,06/25/2013,13NR06432,-77.8045943453,43.0004265557,POINT (-77.8045943453 43.0004265557),14546
3005,John Lehman House,Schoharie,01/04/2012,11NR06275,-74.58295882,42.795269688,POINT (-74.58295882 42.795269688),13459
3006,"East 66th St., 131-135, East 67th St., 130-134, Apt. Bldgs. at",New York,08/11/1982,91NR00227,-73.9643838561,40.7667720008,POINT (-73.9643838561 40.7667720008),10065
3007,"Williams, R. C., Warehouse",New York,02/24/2005,04NR05361,-74.0033160931,40.7494188654,POINT (-74.0033160931 40.7494188654),100014
3008,Liberty Street Historic District,Steuben,09/30/1983,90NR02027,-77.3180348047,42.3356409328,POINT (-77.3180348047 42.3356409328),14810
3009,Van Wie Farmstead,Montgomery,07/14/2011,10NR06181,-74.5251506271,42.9028285547,POINT (-74.5251506271 42.9028285547),13428
3010,"Sutherland, David, House",Orange,03/08/1996,90NR03058,-74.0394473984,41.4300007514,POINT (-74.0394473984 41.4300007514),12518
3011,Cypress Avenue East Historic District,Queens,09/30/1983,90NR01599,-73.9081913856,40.7016281165,POINT (-73.9081913856 40.7016281165),11385
3012,South Street Historic District,Allegany,05/26/1988,90NR00031,-78.2750947189,42.2139108761,POINT (-78.2750947189 42.2139108761),14727
3013,Upperville Meeting House,Chenango,04/01/2002,02NR01886,-75.6154907808,42.7000207246,POINT (-75.6154907808 42.7000207246),13464
3014,Copake Grange Hall,Columbia,07/03/2001,00NR01651,-73.5496809441,42.1025312564,POINT (-73.5496809441 42.1025312564),12516
3015,Lyon Mountain Railroad Station,Clinton,02/14/2002,01NR01831,-73.9104168746,44.7264608903,POINT (-73.9104168746 44.7264608903),12952
3016,Lyndhurst,Westchester,11/13/1966,90NR02519,-73.8655258518,41.0542762845,POINT (-73.8655258518 41.0542762845),10533
3017,"McCready, Robert W. and Mary F., House",Rockland,10/04/2011,09NR06039,-74.1929846287,41.1643200738,POINT (-74.1929846287 41.1643200738),10974
3018,Jervis Public Library,Oneida,11/04/1982,90NR02072,-75.4542283363,43.2188656549,POINT (-75.4542283363 43.2188656549),13440
3019,Trinity Lutheran Church,Queens,05/29/2008,08NR05837,-73.9192716007,40.7617826754,POINT (-73.9192716007 40.7617826754),11101
3020,John Carner House,Rensselaer,01/16/2004,02NR05028,-73.6660397911,42.6321034106,POINT (-73.6660397911 42.6321034106),12016
3021,LANAI (ARGO),New York,02/02/2018,17NR00085,-73.9862980068,40.785965531,POINT (-73.9862980068 40.785965531),10069
3022,Nine Mile Creek Aqueduct,Onondaga,05/17/1976,90NR02083,-76.2858232488,43.0589739104,POINT (-76.2858232488 43.0589739104),13031
3023,Burger - Matthews House,Ulster,,07NR05786,-74.0095940018,41.9281439438,POINT (-74.0095940018 41.9281439438),12401
3024,Benjamin DuBois Stone House (Captain Martin Stone House),Greene,11/22/1995,91NR03341,-73.8694293883,42.2206034535,POINT (-73.8694293883 42.2206034535),12414
3025,Palmyra Village Historic District,Wayne,10/16/2009,08NR05945,-77.2325992136,43.0624398349,POINT (-77.2325992136 43.0624398349),14522
3026,"Miller, Stephen, House",Columbia,08/08/1997,97NR01200,-73.7264754035,42.2223015118,POINT (-73.7264754035 42.2223015118),12513
3027,Substation #401 (BMT),Kings,07/06/2005,04NR05365,-73.8824381264,40.6804058222,POINT (-73.8824381264 40.6804058222),11208
3028,St. Theresa's Roman Catholic Church and School Complex,Erie,09/06/2016,15NR00010,-78.8119554678,42.8580830978,POINT (-78.8119554678 42.8580830978),14210
3029,United States Post Office-Honeoye Falls,Monroe,05/11/1989,90NR03275,-77.592535728,42.9524385721,POINT (-77.592535728 42.9524385721),14472
3030,Neher-Elsifer-Losee House,Dutchess,04/18/2003,02NR04978,-73.8916194467,41.9587584732,POINT (-73.8916194467 41.9587584732),12572
3031,Cyrus Rexford House,Saratoga,01/14/2011,10NR06156,-73.8893112283,42.8555502581,POINT (-73.8893112283 42.8555502581),12148
3032,United Waste Manufacturing Company Building,Rensselaer,03/06/2013,12NR06408,-73.697148629,42.715755449,POINT (-73.697148629 42.715755449),12180
3033,United States Post Office-Ballston Spa,Saratoga,11/17/1988,90NR02611,-73.8491143287,43.0023225269,POINT (-73.8491143287 43.0023225269),12020
3034,Green Hill Cemetery,Montgomery,03/15/2005,04NR05379,-74.1846583815,42.9375591866,POINT (-74.1846583815 42.9375591866),12010
3035,Miller Place Historic District,Suffolk,06/17/1976,90NR01773,-72.9980810673,40.9584331622,POINT (-72.9980810673 40.9584331622),11764
3036,Skidmore House,Suffolk,,91NR00283,-73.411628683,40.8722419075,POINT (-73.411628683 40.8722419075),11743
3037,Whitney Mansion,Albany,10/04/1979,90NR02801,-73.7532696969,42.7140633603,POINT (-73.7532696969 42.7140633603),12211
3038,"Jackson, Samuel and Elbert, House",Nassau,07/14/2006,06NR05600,-73.5104603254,40.6844454724,POINT (-73.5104603254 40.6844454724),11793
3039,House at 474 Ocean Avenue (Luning House),Nassau,09/15/2008,07NR05780,-73.6584658542,40.6540559203,POINT (-73.6584658542 40.6540559203),11563
3040,William Landsberg House,Nassau,08/18/2014,14NR06543,-73.6947060361,40.8325437812,POINT (-73.6947060361 40.8325437812),11050
3041,Trinity Lutheran Church and Cemetery,Montgomery,01/05/2005,04NR05323,-74.5621890412,42.9411303992,POINT (-74.5621890412 42.9411303992),13410
3042,"Fifth Street, Building at 111",Nassau,11/14/1978,91NR00196,-73.6354518691,40.722326105,POINT (-73.6354518691 40.722326105),11530
3043,Binnewater Historic District,Ulster,11/04/1982,90NR01078,-74.0853825393,41.8573861148,POINT (-74.0853825393 41.8573861148),12401
3044,CHANCELLOR (Canal Tugboat),Oswego,02/18/2000,99NR01573,-76.4166256833,43.3200970123,POINT (-76.4166256833 43.3200970123),13069
3045,Howland Cobblestone Store,Cayuga,03/17/1994,94NR00534,-76.6210800339,42.7611802822,POINT (-76.6210800339 42.7611802822),13026
3046,Middlebury Academy,Wyoming,01/17/1973,90NR02043,-78.0894131239,42.8275098338,POINT (-78.0894131239 42.8275098338),14591
3047,"Todd, Hiram Charles, House",Saratoga,05/31/1972,90NR02594,-73.7896013067,43.0819866533,POINT (-73.7896013067 43.0819866533),12866
3048,Salem Historic District,Washington,05/28/1975,90NR02760,-73.3269361882,43.1724960577,POINT (-73.3269361882 43.1724960577),12865
3049,"Cocaigne, Nicholas, House",Jefferson,09/27/1985,90NR01121,-76.3118465667,44.116103119,POINT (-76.3118465667 44.116103119),13618
3050,New York Life Building,New York,06/02/1978,90NR00740,-73.9855866561,40.7427550878,POINT (-73.9855866561 40.7427550878),10016
3051,Old Lowville Cemetery,Lewis,08/22/2016,16NR00052,-75.4866905464,43.7832256174,POINT (-75.4866905464 43.7832256174),13367
3052,Maple Lawn Farm,Tioga,12/15/1997,97NR01268,-76.1832057654,42.2611317549,POINT (-76.1832057654 42.2611317549),13811
3053,Trinity Chapel,Queens,01/11/2002,01NR01799,-73.7509230665,40.6038766033,POINT (-73.7509230665 40.6038766033),11691
3054,Franklin School,Schenectady,06/30/1983,90NR02662,-73.9224173688,42.8228264197,POINT (-73.9224173688 42.8228264197),12308
3055,American Radiator Company - Malleable Foundry,Erie,09/29/2015,15NR00045,-78.8750998601,42.9454076682,POINT (-78.8750998601 42.9454076682),14216
3056,"Peabody, Royal C., Estate",Warren,06/21/1984,90NR02690,-73.6941386144,43.4510712575,POINT (-73.6941386144 43.4510712575),12845
3057,"West 89th Street, Stables at 167, 169, 171",New York,08/25/1983,90NR00813,-73.9727145877,40.7894882449,POINT (-73.9727145877 40.7894882449),10024
3058,Trinity Evangelical Lutheran Church of Manhattan,New York,09/16/2009,09NR06002,-73.9681055233,40.7962129003,POINT (-73.9681055233 40.7962129003),10025
3059,"Thompson, Andrew, House",Orange,01/05/2005,03NR05094,-74.3392010225,41.5625123266,POINT (-74.3392010225 41.5625123266),12566
3060,Ulster Heights Synagogue,Ulster,02/19/2001,01NR01749,-74.517290398,41.7804998984,POINT (-74.517290398 41.7804998984),12428
3061,Columbia Turnpike East Toll house,Columbia,06/23/2016,16NR00022,-73.4902962761,42.1846827619,POINT (-73.4902962761 42.1846827619),12529
3062,"Potter, Ephraim B., House",Warren,09/29/1984,90NR02725,-73.6513600698,43.3115970414,POINT (-73.6513600698 43.3115970414),12801
3063,Albany City Hall,Albany,09/04/1972,90NR01637,-73.7543982369,42.6517329709,POINT (-73.7543982369 42.6517329709),12207
3064,"Marshall, Paul, House",Clinton,11/12/1982,90NR00187,-73.4525910973,44.6998069,POINT (-73.4525910973 44.6998069),12901
3065,Sagaponack Historic District,Suffolk,06/02/2000,95NR00861,-72.2778645982,40.9245481218,POINT (-72.2778645982 40.9245481218),11962
3066,Wyant-Talbot House,Orange,03/08/1996,90NR03068,-74.014318435,41.4424900382,POINT (-74.014318435 41.4424900382),12520
3067,Knox District School #5,Albany,05/19/2005,04NR05391,-74.0449794485,42.6603746363,POINT (-74.0449794485 42.6603746363),12186
3068,Third Ward Historic District,Monroe,07/12/1974,90NR01475,-77.6152640048,43.1502737354,POINT (-77.6152640048 43.1502737354),14608
3069,"Pulver, William and Victoria, House",Columbia,04/06/2005,04NR05396,-73.7584351005,42.0812521378,POINT (-73.7584351005 42.0812521378),12523
3070,Bryant Hill Cemetery,Cattaraugus,07/05/2003,02NR05019,-78.6017629433,42.3054474567,POINT (-78.6017629433 42.3054474567),14731
3071,Anshe Glen Wild Synagogue,Sullivan,01/15/1999,99NR01444,-74.5885918201,41.6503209259,POINT (-74.5885918201 41.6503209259),12738
3072,"Sacket, General, House",Jefferson,09/27/1985,90NR01178,-76.332945738,44.1241651648,POINT (-76.332945738 44.1241651648),13618
3073,Glens Falls High School,Warren,09/29/1984,90NR02712,-73.6510181288,43.3139577288,POINT (-73.6510181288 43.3139577288),12801
3074,Trinity Methodist Church (former),Dutchess,01/12/2010,09NR06040,-73.9729100108,41.5082952543,POINT (-73.9729100108 41.5082952543),12508
3075,Smith Metropolitan A.M.E. Zion Church,Dutchess,11/21/1991,91NR00090,-73.9158237014,41.7066474873,POINT (-73.9158237014 41.7066474873),12601
3076,U.S. Army Military Ocean Terminal,Kings,09/23/1983,90NR01314,-74.0271898827,40.6452046785,POINT (-74.0271898827 40.6452046785),11220
3077,Bank of Gowanda,Cattaraugus,05/25/2001,01NR01766,-78.9355970485,42.462788292,POINT (-78.9355970485 42.462788292),14070
3078,Sweetland Farmhouse,Madison,11/02/1987,90NR01414,-75.84560075,42.9146789102,POINT (-75.84560075 42.9146789102),13035
3079,"Savage, Augusta, House and Studio",Ulster,03/21/2001,01NR01740,-73.9759844419,42.1119301682,POINT (-73.9759844419 42.1119301682),12477
3080,Nelliston School,Montgomery,12/31/2002,02NR04989,-74.6132947304,42.9355492457,POINT (-74.6132947304 42.9355492457),13339
3081,Parachute Jump,Kings,09/02/1980,90NR01299,-73.984314586,40.5730213048,POINT (-73.984314586 40.5730213048),1224
3082,Immanuel Baptist Church,Monroe,02/05/2002,01NR01812,-77.5742243776,43.1468153574,POINT (-77.5742243776 43.1468153574),14607
3083,Bartow-Pell Mansion and Carriage House,Bronx,12/30/1974,90NR00074,-73.8054501539,40.8720192814,POINT (-73.8054501539 40.8720192814),10464
3084,Jamestown Armory,Chautauqua,01/12/1995,93NR00519,-79.2547085612,42.0929545411,POINT (-79.2547085612 42.0929545411),14701
3085,Silliman Memorial Presbyterian Church,Albany,08/01/1979,90NR02829,-73.7004940028,42.7746381952,POINT (-73.7004940028 42.7746381952),12047
3086,Erie Canal Lock 52 Complex,Cayuga,09/03/1998,98NR01363,-76.6349671878,43.0371510268,POINT (-76.6349671878 43.0371510268),13140
3087,York-Skinner House,Chautauqua,09/26/1983,90NR00131,-79.574065579,42.3217551859,POINT (-79.574065579 42.3217551859),14787
3088,St. George's Church,Nassau,03/07/1973,90NR01710,-73.6221848438,40.706807016,POINT (-73.6221848438 40.706807016),11550
3089,Walker Cottage,Franklin,11/06/1992,90NR02981,-74.1331938198,44.3324550228,POINT (-74.1331938198 44.3324550228),12983
3090,Ludlow-Van Rensselaer House,Columbia,08/21/1997,97NR01242,-73.7452308962,42.2262807879,POINT (-73.7452308962 42.2262807879),12534
3091,The Annunciation School,Erie,12/05/2008,08NR05896,-78.888448492,42.9198471273,POINT (-78.888448492 42.9198471273),14213
3092,"Hilton Avenue, Building at 105",Nassau,11/14/1978,91NR00234,-73.638713783,40.7266351958,POINT (-73.638713783 40.7266351958),11530
3093,The Dr. Wesley Blaisdell House 'Maplehurst',Albany,07/17/2012,12NR06317,-73.7931721432,42.4723942724,POINT (-73.7931721432 42.4723942724),12045
3094,United States Post Office-Granville,Washington,05/11/1989,90NR02758,-73.2600753488,43.4072740705,POINT (-73.2600753488 43.4072740705),12832
3095,Brooklyn Historical Society Building,Kings,10/15/1966,91NR00007,-73.9924342045,40.6948282487,POINT (-73.9924342045 40.6948282487),11201
3096,Beecher-McFadden Estate,Westchester,11/02/1987,90NR02498,-73.8955356244,41.2980818379,POINT (-73.8955356244 41.2980818379),10566
3097,"Bailey, William, House",Clinton,11/12/1982,90NR00177,-73.4646394376,44.7003529116,POINT (-73.4646394376 44.7003529116),12901
3098,Riviera Theatre,Niagara,03/20/1980,90NR01970,-78.8769022121,43.0236054309,POINT (-78.8769022121 43.0236054309),14120
3099,Elmendorph Inn,Dutchess,09/20/1978,90NR00450,-73.8738865557,41.997335901,POINT (-73.8738865557 41.997335901),12571
3100,Ancramdale Historic District,Columbia,11/27/2019,19NR00046,-73.591446348,42.0179650119,POINT (-73.591446348 42.0179650119),12503
3101,"Weaver, Gen. John House",Oneida,12/20/1989,90NR03043,-75.1967412099,43.1133803779,POINT (-75.1967412099 43.1133803779),13502
3102,"Jayne, William C., House",Monroe,09/28/2006,06NR05591,-77.4233157472,43.2129093701,POINT (-77.4233157472 43.2129093701),14580
3103,Eliza Quirk Boarding House,Erie,08/25/2021,19NR00077,-78.8672236141,42.8890239926,POINT (-78.8672236141 42.8890239926),14203
3104,Child Welfare Association of Mamaroneck,Westchester,08/06/2021,21NR00044,-73.7373013846,40.9510769225,POINT (-73.7373013846 40.9510769225),10543
3105,Mt. Hope-Highland Historic District,Monroe,01/21/1974,90NR01460,-77.6120749191,43.1326702053,POINT (-77.6120749191 43.1326702053),14620
3106,Delaware and Hudson Railroad Company Building,Albany,03/16/1972,90NR01638,-73.7495864641,42.6479965812,POINT (-73.7495864641 42.6479965812),12207
3107,Jedediah Hawkins House,Suffolk,06/13/2008,08NR05842,-72.5796089142,40.9472459804,POINT (-72.5796089142 40.9472459804),11947
3108,Elmira Civic Historic District Boundary Increase,Chemung,01/29/2020,18NR00023,-76.8026156037,42.0897055123,POINT (-76.8026156037 42.0897055123),14901
