LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
NYC,URBAN BLUE MARKET CORP,1240 CASTLE HILL  AVENUE,BRONX,NY,10462,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1240 CASTLE HILL  AVENUE
BRONX, NY 10462
(40.83305998700007, -73.85109999899998)"
NYC,FAMILY DOLLAR STORES OF NEW YORK INC,14729 UNION TURNPIKE,FLUSHING,NY,11367,QUEENS,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"14729 UNION TURNPIKE
FLUSHING, NY 11367
(40.71859998700006, -73.81434904099996)"
SUFFOLK,OSCAR DELI & GROCERY,421 PULASKI ST.,RIVERHEAD,NY,11901,RIVERHEAD,SUFFOLK,DELICATESSEN,11/10/2020,"421 PULASKI ST.
RIVERHEAD, NY 11901
(40.92102399600003, -72.67119600099994)"
OSWEGO,MIRABITO #98 - FULTON,100 SECOND STREET N,FULTON,NY,13069,FULTON,OSWEGO,GAS STATION,11/10/2020,"100 SECOND STREET N
FULTON, NY 13069
(43.32741001800008, -76.41710901499994)"
ORANGE,SOUTH PLANK MART,161 SOUTH PLANK ROAD & ROUTE 52,NEWBURGH,NY,12550,NEWBURGH,ORANGE,CONVENIENCE/GAS,11/10/2020,"161 SOUTH PLANK ROAD & ROUTE 52
NEWBURGH, NY 12550
(41.51317004200007, -74.04932991299995)"
WESTCHESTER,"PARKWAY MARKET & DELI, INC.",165 BRONX RIVER ROAD,YONKERS,NY,10704,YONKERS,WESTCHESTER,DELICATESSEN,11/10/2020,"165 BRONX RIVER ROAD
YONKERS, NY 10704
(40.90681600000005, -73.85775397199995)"
NYC,SOY BEAN CHAN INC,8902 QUEENS BOULEVARD,ELMHURST,NY,11373,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"8902 QUEENS BOULEVARD
ELMHURST, NY 11373
(40.734489980000035, -73.87471902799996)"
WESTCHESTER,BEST YONKERS SMOKE SHOP AND VAPE INC.,150 MCLEAN  AVENUE,YONKERS,NY,10705,YONKERS,WESTCHESTER,OTHER,11/10/2020,"150 MCLEAN  AVENUE
YONKERS, NY 10705
(40.91627406400005, -73.89066031299996)"
CATTARAUGUS,THE UNDERGROUND,663 E. STATE ST.,OLEAN,NY,14760,OLEAN,CATTARAUGUS,OTHER,11/10/2020,"663 E. STATE ST.
OLEAN, NY 14760
(42.07735200500008, -78.41737896099994)"
ONEONTA DO,TWILIGHT GENERAL STORE - TOBACCO,ROUTE 18,HAINES FALLS,NY,12436,HUNTER,GREENE,GROCERY SUPERMARKET,11/10/2020,"ROUTE 18
HAINES FALLS, NY 12436
(42.198159471000054, -74.07777084599996)"
ERIE,FAMILY DOLLAR #31878,127 SKILLEN STREET,BUFFALO,NY,14207,BUFFALO,ERIE,DISCOUNT STORE,11/10/2020,"127 SKILLEN STREET
BUFFALO, NY 14207
(42.959383993000074, -78.89424797999999)"
WESTCHESTER,E & M DELI GROCERY CORP.,36 MT. VERNON AVENUE,MOUNT VERNON,NY,10550,MT. VERNON,WESTCHESTER,DELICATESSEN,11/10/2020,"36 MT. VERNON AVENUE
MOUNT VERNON, NY 10550
(40.91120401000006, -73.84585602899995)"
WESTCHESTER,"LAKE AVENUE VARIETY DISCOUNT, INC.",134 LAKE AVENUE,YONKERS,NY,10703,YONKERS,WESTCHESTER,GROCERY SUPERMARKET,11/10/2020,"134 LAKE AVENUE
YONKERS, NY 10703
(40.94683146600005, -73.88654205899996)"
NYC,CARLOS DELI & GROCERY INC,2118 WESTCHESTER AVENUE,BRONX,NY,10462,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"2118 WESTCHESTER AVENUE
BRONX, NY 10462
(40.83382999100007, -73.85378203999994)"
NYC,REX PIPE SHOP INC,126 PEARL STREET,NEW YORK,NY,10005,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"126 PEARL STREET
NEW YORK, NY 10005
(40.70487998500005, -74.00867198299994)"
NYC,"PATEL, AMBALAL B",S/E/C WEST 34TH ST & 10TH AVENUE,NEW YORK,NY,10001,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"S/E/C WEST 34TH ST & 10TH AVENUE
NEW YORK, NY 10001
(40.75460005100007, -73.99914988999996)"
WESTCHESTER,"TOSTADAS QUITIPAN, INC.",241 UNION  AVENUE,NEW ROCHELLE,NY,10801,NEW ROCHELLE,WESTCHESTER,CONVENIENCE STORE,11/10/2020,"241 UNION  AVENUE
NEW ROCHELLE, NY 10801
(40.90938601700003, -73.79544600599996)"
MONROE,KANNO MARKET,562  PORTLAND AVENUE,ROCHESTER,NY,14621,ROCHESTER,MONROE,CONVENIENCE STORE,11/10/2020,"562  PORTLAND AVENUE
ROCHESTER, NY 14621
(43.17611100800008, -77.59039499699998)"
CLINTON,SALEEM MOBIL,495 RUGAR STREET,PLATTSBURGH,NY,12901,PLATTSBURGH,CLINTON,CONVENIENCE STORE,11/10/2020,"495 RUGAR STREET
PLATTSBURGH, NY 12901
(44.68543302000006, -73.50652398199998)"
NYC,DEEJAY STATIONERY INC.,182-02 UNION TURNPIKE,FLUSHING,NY,11366,QUEENS,NEW YORK CITY,STATIONERY STORE,11/10/2020,"182-02 UNION TURNPIKE
FLUSHING, NY 11366
(40.72748621000005, -73.78607067299998)"
NYC,"HENRIQUEZ, MIGUEL",500 WEST 135TH STREET,NEW YORK,NY,10031,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"500 WEST 135TH STREET
NEW YORK, NY 10031
(40.818890003000035, -73.95263703299997)"
NYC,MARTIN'S NEWS AND SUNDRY SHOP INC.,30 ROCKERFELLER PLAZA,NEW YORK,NY,10112,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"30 ROCKERFELLER PLAZA
NEW YORK, NY 10112
(40.75882000400003, -73.97881296199995)"
NYC,FAMILY DOLLAR STORES OF NEW YORK INC,887 EAST NEW YORK AVENUE,BROOKLYN,NY,11206,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"887 EAST NEW YORK AVENUE
BROOKLYN, NY 11206
(40.662770015000035, -73.93323099899999)"
SARANAC LAKE DO,SULLIVAN'S SERVICE & SPORTING GOODS,1396 COUNTY ROUTE 29,OLMSTEDVILLE,NY,12857,MINERVA,ESSEX,CONVENIENCE/GAS,11/10/2020,"1396 COUNTY ROUTE 29
OLMSTEDVILLE, NY 12857
(43.771859009000025, -73.93120299699996)"
NYC,DIGNORA DELI GROCERY INC,1299 FRANKLIN AVENUE,BRONX,NY,10456,BRONX,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"1299 FRANKLIN AVENUE
BRONX, NY 10456
(40.83193999800005, -73.90183297599998)"
NYC,BANI DELI GROCERY CORP,1965 WEBSTER AVENUE,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1965 WEBSTER AVENUE
BRONX, NY 10457
(40.84935998100008, -73.90020697099999)"
NYC,ABO SAM CONVENIENCE,61 PAGE AVENUE,STATEN ISLAND,NY,10309,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"61 PAGE AVENUE
STATEN ISLAND, NY 10309
(40.52292998900003, -74.23455899299995)"
NYC,HI MANGO 1055 INC,1055 FLUSHING AVENUE,BROOKLYN,NY,11237,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1055 FLUSHING AVENUE
BROOKLYN, NY 11237
(40.704289982000034, -73.93011402099995)"
NYC,"NORTH SIDE DELI 1, INC.",48 NORTH 6TH STREET,BROOKLYN,NY,11249,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"48 NORTH 6TH STREET
BROOKLYN, NY 11249
(40.719579999000075, -73.96220899799994)"
ERIE,DOLLAR GENERAL # 10547,4257 LAKE AVENUE,BLASDELL,NY,14219,HAMBURG,ERIE,DISCOUNT STORE,11/10/2020,"4257 LAKE AVENUE
BLASDELL, NY 14219
(42.796608984000045, -78.82010904099997)"
NYC,MIRACLE STAR INC,4421 8TH AVENUE,BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"4421 8TH AVENUE
BROOKLYN, NY 11220
(40.643960019000076, -74.00053600499996)"
GENEVA DO,KWIK FILL/ SMOKER'S OUTLET M378,363 W UNION  STREET,NEWARK,NY,14513,ARCADIA,WAYNE,CONVENIENCE/GAS,11/10/2020,"363 W UNION  STREET
NEWARK, NY 14513
(43.04650000400005, -77.10211996799995)"
SCHENECTADY,ELECTRIC CITY MOBIL,585 BROADWAY,SCHENECTADY,NY,12305,SCHENECTADY,SCHENECTADY,CONVENIENCE STORE,11/10/2020,"585 BROADWAY
SCHENECTADY, NY 12305
(42.805546984000046, -73.94703699899998)"
NYC,121 CONVENIENCE DELI CORP.,121 WEST 116TH STREET,NEW YORK,NY,10026,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"121 WEST 116TH STREET
NEW YORK, NY 10026
(40.80259998400004, -73.95064901299997)"
NYC,CORONA FOOD CORP.,10502 34TH AVENUE,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"10502 34TH AVENUE
CORONA, NY 11368
(40.75586001900007, -73.86324302899999)"
WESTCHESTER,"HIGHLAND GAS MART, INC",185 NORTH HIGHLAND AVENUE,OSSINING,NY,10562,OSSINING,WESTCHESTER,CONVENIENCE/GAS,11/10/2020,"185 NORTH HIGHLAND AVENUE
OSSINING, NY 10562
(41.171642021000025, -73.86577503499996)"
SUFFOLK,THE BARN,609 RT. 25A,KINGS PARK,NY,11754,SMITHTOWN,SUFFOLK,CONVENIENCE STORE,11/10/2020,"609 RT. 25A
KINGS PARK, NY 11754
(40.88292860100006, -73.22942847199994)"
NYC,M & F SUPER DEAL INC,64-51 108TH STREET,FOREST HILLS,NY,11375,QUEENS,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"64-51 108TH STREET
FOREST HILLS, NY 11375
(40.73175999400007, -73.84874703099996)"
NYC,A&D MINI MART LLC,1107 1ST AVENUE,NEW YORK,NY,10065,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1107 1ST AVENUE
NEW YORK, NY 10065
(40.76069998100007, -73.96139100799996)"
CATTARAUGUS,7 ELEVEN STORE #35097,55 S. MAIN ST.,PORTVILLE,NY,14770,PORTVILLE,CATTARAUGUS,BAR/LOUNGE,11/10/2020,"55 S. MAIN ST.
PORTVILLE, NY 14770
(42.03601782900006, -78.33839222899996)"
NYC,SY 44 FOOD CORP,757 3RD AVENUE,NEW YORK,NY,10017,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"757 3RD AVENUE
NEW YORK, NY 10017
(40.75407999600003, -73.97180401399999)"
ULSTER,HANNAFORD FOOD & DRUG #8341,3650 ROUTE 9W,HIGHLAND,NY,12528,LLOYD,ULSTER,GROCERY SUPERMARKET,11/10/2020,"3650 ROUTE 9W
HIGHLAND, NY 12528
(41.702797986000064, -73.96577499499995)"
SUFFOLK,LARRY'S & SONS/USA QUICK MART,405 NEW YORK AVENUE,HUNTINGTON,NY,11743,HUNTINGTON,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"405 NEW YORK AVENUE
HUNTINGTON, NY 11743
(40.868769996000026, -73.42630196099998)"
NASSAU,"MONARCH BEVERAGE / BARPAT ENTERPRISES, LTD.",505 LONG BEACH  BOULEVARD,LONG BEACH,NY,11561,LONG BEACH,NASSAU,LIQUOR/BEVERAGE STORE,11/10/2020,"505 LONG BEACH  BOULEVARD
LONG BEACH, NY 11561
(40.59036701000008, -73.65842200499998)"
NYC,NEILL GOURMET DELI LLC,1074 NEILL AVENUE,BRONX,NY,10461,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"1074 NEILL AVENUE
BRONX, NY 10461
(40.85302999700008, -73.85667496999997)"
NYC,ANGELO MINI MARKET INC,90-38 CORONA  AVENUE,ELMHURST,NY,11373,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"90-38 CORONA  AVENUE
ELMHURST, NY 11373
(40.74198000600006, -73.87411402299995)"
NYC,COFACI FOODS INC,436 BROOK AVENUE,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"436 BROOK AVENUE
BRONX, NY 10454
(40.81204001800006, -73.91641203999995)"
NYC,KJY FRUIT MARKET INC,137 DREISER LOOP ALLEY,BRONX,NY,10475,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"137 DREISER LOOP ALLEY
BRONX, NY 10475
(40.876089996000076, -73.82908400799994)"
SCHENECTADY,SPEEDWAY,1911 CURRY ROAD,SCHENECTADY,NY,12306,ROTTERDAM,SCHENECTADY,CONVENIENCE/GAS,11/10/2020,"1911 CURRY ROAD
SCHENECTADY, NY 12306
(42.78101701000003, -73.95665196399995)"
NYC,ABDOUL DELI GROCERY CORP,4049 WHITE PLAINS ROAD,BRONX,NY,10466,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"4049 WHITE PLAINS ROAD
BRONX, NY 10466
(40.88989000300006, -73.85953101999996)"
NASSAU,MOBIL / GREAT NECK PETROLEUM CORP.,595 NORTHERN BOULEVARD,GREAT NECK,NY,11021,N. HEMPSTEAD,NASSAU,CONVENIENCE/GAS,11/10/2020,"595 NORTHERN BOULEVARD
GREAT NECK, NY 11021
(40.78201901700004, -73.71748399599994)"
TOMPKINS,TOBACCO HOUSE,401 ELMIRA  ROAD,ITHACA,NY,14850,ITHACA,TOMPKINS,TOBACCO RETAIL,11/10/2020,"401 ELMIRA  ROAD
ITHACA, NY 14850
(42.41930800600005, -76.51940301799993)"
NYC,THROGS NECK PETRO LLC,4147 THROGS NECK EXPRESSWAY,BRONX,NY,10465,BRONX,NEW YORK CITY,GAS STATION,11/10/2020,"4147 THROGS NECK EXPRESSWAY
BRONX, NY 10465
(40.82000999300004, -73.80999003199997)"
NYC,D&J GROCERY DELI CORP,23105 LINDEN BOULEVARD,CAMBRIA HEIGHTS,NY,11411,NEW YORK CITY,NEW YORK CITY,BAR/LOUNGE,11/10/2020,"23105 LINDEN BOULEVARD
CAMBRIA HEIGHTS, NY 11411
(40.69192998600005, -73.73035499499997)"
NYC,ROKSANA GOURMET DELI INC,6678 FRESH POND  ROAD,FLUSHING,NY,11385,QUEENS,NEW YORK CITY,OTHER,11/10/2020,"6678 FRESH POND  ROAD
FLUSHING, NY 11385
(40.70635000300007, -73.89702997799998)"
WESTCHESTER,LOS PAISANOS GROCERY DELI & MEAT,60 MAPLE  STREET,YONKERS,NY,10701,YONKERS,WESTCHESTER,GROCERY SUPERMARKET,11/10/2020,"60 MAPLE  STREET
YONKERS, NY 10701
(40.932068979000064, -73.89101548999997)"
NASSAU,VALERO,404 CLINTON STREET,HEMPSTEAD,NY,11550,HEMPSTEAD,NASSAU,GAS STATION,11/10/2020,"404 CLINTON STREET
HEMPSTEAD, NY 11550
(40.718263998000054, -73.62034796399996)"
SUFFOLK,USA GAS,1146 MIDDLE COUNTRY ROAD,MIDDLE ISLAND,NY,11953,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"1146 MIDDLE COUNTRY ROAD
MIDDLE ISLAND, NY 11953
(40.88611155500007, -72.92337400899999)"
SUFFOLK,BP,1099 HORSEBLOCK RD ROAD,FARMINGVILLE,NY,11738,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"1099 HORSEBLOCK RD ROAD
FARMINGVILLE, NY 11738
(40.82980298900003, -73.01433804099997)"
NASSAU,HOLIDAY FARMS / POWERHOUSE FOOD CORP.,374 ROSLYN ROAD,ROSLYN HEIGHTS,NY,11577,N. HEMPSTEAD,NASSAU,GROCERY SUPERMARKET,11/10/2020,"374 ROSLYN ROAD
ROSLYN HEIGHTS, NY 11577
(40.783352997000065, -73.63851699699995)"
SCHENECTADY,VAPE MORE,1740 UNION STREET,SCHENECTADY,NY,12309,SCHENECTADY,SCHENECTADY,TOBACCO RETAIL,11/10/2020,"1740 UNION STREET
SCHENECTADY, NY 12309
(42.803136014000074, -73.90114498999998)"
NYC,MING FAY BOOKSTORE CORP.,42 MOTT STREET,NEW YORK,NY,10013,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"42 MOTT STREET
NEW YORK, NY 10013
(40.71521998400004, -73.99862995999996)"
WESTCHESTER,TU PAIS GROCERY,107 FISHER AVENUE,WHITE PLAINS,NY,10601,WHITE PLAINS,WESTCHESTER,GROCERY SUPERMARKET,11/10/2020,"107 FISHER AVENUE
WHITE PLAINS, NY 10601
(41.027424075000056, -73.77437583799997)"
NYC,CHAVO DELI-GROCERY CORP,721 5TH AVENUE,BROOKLYN,NY,11215,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"721 5TH AVENUE
BROOKLYN, NY 11215
(40.66029999400007, -73.99431503999995)"
NYC,"BAEZ, NEIDA  A.",50-19 108TH STREET,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"50-19 108TH STREET
CORONA, NY 11368
(40.744080008000026, -73.85517100499999)"
GLENS FALLS DO,DOLLAR GENERAL STORE # 2252,180 BROADWAY,WHITEHALL,NY,12887,WHITEHALL,WASHINGTON,DISCOUNT STORE,11/10/2020,"180 BROADWAY
WHITEHALL, NY 12887
(43.54735160800004, -73.40604243399997)"
TOMPKINS,SPEEDWAY STORE #7787,366 ELMIRA ROAD,ITHACA,NY,14850,ITHACA,TOMPKINS,CONVENIENCE/GAS,11/10/2020,"366 ELMIRA ROAD
ITHACA, NY 14850
(42.42314000300007, -76.51662500399993)"
NASSAU,CONOCO,237-12 LINDEN BOULEVARD,ELMONT,NY,11003,HEMPSTEAD,NASSAU,CONVENIENCE/GAS,11/10/2020,"237-12 LINDEN BOULEVARD
ELMONT, NY 11003
(40.690089991000036, -73.72490399199995)"
NYC,"7 ELEVEN, INC (7 ELEVEN STORE#33684H",6721 FRESH POND ROAD,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"6721 FRESH POND ROAD
RIDGEWOOD, NY 11385
(40.70546500000006, -73.89606002399995)"
ORANGE,GIA'S MINI MART,98 CLINTON  STREET,MONTGOMERY,NY,12549,MONTGOMERY,ORANGE,DELICATESSEN,11/10/2020,"98 CLINTON  STREET
MONTGOMERY, NY 12549
(41.52719799500005, -74.23742300599997)"
MONROE,DUBAI HOOKA LOUNGE,699 SOUTH CLINTON AVENUE,ROCHESTER,NY,14620,ROCHESTER,MONROE,TOBACCO RETAIL,11/10/2020,"699 SOUTH CLINTON AVENUE
ROCHESTER, NY 14620
(43.14355598900005, -77.60053500399994)"
NYC,218 BAYSIDE OPERATING LLC.,2801 NORTHERN BOULEVARD,BAYSIDE,NY,11361,QUEENS,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"2801 NORTHERN BOULEVARD
BAYSIDE, NY 11361
(40.76009540500007, -73.77034474999994)"
NIAGARA,WALGREENS PHARMACY #13751,1306 MILITARY ROAD,NIAGARA FALLS,NY,14304,NIAGARA FALLS,NIAGARA,PHARMACY,11/10/2020,"1306 MILITARY ROAD
NIAGARA FALLS, NY 14304
(43.09070901200005, -78.96962802799999)"
ONONDAGA,LANCASTER MARKET,1007 LANCASTER AVENUE,SYRACUSE,NY,13210,SYRACUSE,ONONDAGA,CONVENIENCE STORE,11/10/2020,"1007 LANCASTER AVENUE
SYRACUSE, NY 13210
(43.031881001000045, -76.12255896299996)"
NYC,SKILLMAN CONVENIENCE INC,4101 48TH STREET,SUNNYSIDE,NY,11104,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"4101 48TH STREET
SUNNYSIDE, NY 11104
(40.74613101800003, -73.91601096599999)"
OSWEGO,SAMMY'S 2,48 W 1ST ST S,FULTON,NY,13069,FULTON,OSWEGO,CONVENIENCE STORE,11/10/2020,"48 W 1ST ST S
FULTON, NY 13069
(43.32219798300008, -76.42246002199994)"
NYC,OPTIMA SMOKE SHOP INC,652 FOREST AVENUE,STATEN ISLAND,NY,10310,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"652 FOREST AVENUE
STATEN ISLAND, NY 10310
(40.62963999800007, -74.11084302399996)"
NYC,BROADWAY AUTO CENTER NY INC,3209  21ST  STREET,LONG ISLAND CITY,NY,11106,NEW YORK CITY,NEW YORK CITY,GAS STATION,11/10/2020,"3209  21ST  STREET
LONG ISLAND CITY, NY 11106
(40.76481998000003, -73.93166903099996)"
NYC,"S.A.A. DELI GROCERY, CORP.",9401 L AVENUE,BROOKLYN,NY,11236,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"9401 L AVENUE
BROOKLYN, NY 11236
(40.64844463400004, -73.91000034699994)"
NYC,AFIA INC,115 WILLOUGHBY STREET,BROOKLYN,NY,11201,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"115 WILLOUGHBY STREET
BROOKLYN, NY 11201
(40.69222000000008, -73.98447602699997)"
NYC,LIME SMOKE AND VAPE CORP,17803 HILLSIDE AVENUE,JAMAICA,NY,11432,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"17803 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71248999800008, -73.78511698599993)"
PUTNAM,STOP & SHOP,1001 ROUTE 6,MAHOPAC,NY,10541,CARMEL,PUTNAM,GROCERY SUPERMARKET,11/10/2020,"1001 ROUTE 6
MAHOPAC, NY 10541
(41.39304433600006, -73.72260568899998)"
DUTCHESS,COUNTRY CORNERS DELI(COUNTRY COR DELI & GROC INC),4 COOKINGHAM ROAD,POUGHKEEPSIE,NY,12601,HYDE PARK,DUTCHESS,CONVENIENCE STORE,11/10/2020,"4 COOKINGHAM ROAD
POUGHKEEPSIE, NY 12601
(41.750448016000064, -73.86126699599998)"
NYC,TRAVEL TRADERS HOTEL STORES INC,1335 6TH AVENUE,NEW YORK,NY,10019,MANHATTAN,NEW YORK CITY,STAND,11/10/2020,"1335 6TH AVENUE
NEW YORK, NY 10019
(40.76234189000007, -73.97869996799994)"
NASSAU,KINGS SUPERMARKET / KINGS SUPER MARKET INC.,870 FRANKLIN AVENUE,GARDEN CITY,NY,11530,HEMPSTEAD,NASSAU,GROCERY SUPERMARKET,11/10/2020,"870 FRANKLIN AVENUE
GARDEN CITY, NY 11530
(40.72778898300004, -73.63532097699994)"
ALBANY,ONE STAR MART,153 CLINTON AVENUE,ALBANY,NY,12210,ALBANY,ALBANY,CONVENIENCE STORE,11/10/2020,"153 CLINTON AVENUE
ALBANY, NY 12210
(42.65735401400008, -73.75498597199999)"
ULSTER,CITGO MASTER MART,1335 ULSTER AVENUE,KINGSTON,NY,12401,ULSTER,ULSTER,CONVENIENCE/GAS,11/10/2020,"1335 ULSTER AVENUE
KINGSTON, NY 12401
(41.97129398200008, -73.98924398899999)"
NYC,ALYAMANI  GROCERY INC.,114 WYCKOFF AVENUE,BROOKLYN,NY,11237,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"114 WYCKOFF AVENUE
BROOKLYN, NY 11237
(40.70369998000007, -73.91846895899994)"
NYC,LINDEN BLVD SERVICE STATION CORP,11321 MERRICK BOULEVARD,JAMAICA,NY,11433,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"11321 MERRICK BOULEVARD
JAMAICA, NY 11433
(40.69207000600005, -73.77905502599998)"
SUFFOLK,SUNOCO (A PLUS),885 JOHNSON AVE.,RONKONKOMA,NY,11779,BROOKHAVEN,SUFFOLK,CONVENIENCE/GAS,11/10/2020,"885 JOHNSON AVE.
RONKONKOMA, NY 11779
(40.80753602000004, -73.12413926499994)"
ONONDAGA,CLUB MART,3056 BURNET AVE AVENUE,SYRACUSE,NY,13206,SYRACUSE,ONONDAGA,CONVENIENCE STORE,11/10/2020,"3056 BURNET AVE AVENUE
SYRACUSE, NY 13206
(43.060452017000046, -76.09408999599998)"
ORANGE,THE NEWBURGH OASIS,367 BROADWAY,NEWBURGH,NY,12550,NEWBURGH,ORANGE,LIQUOR/BEVERAGE STORE,11/10/2020,"367 BROADWAY
NEWBURGH, NY 12550
(41.50066801400004, -74.02456700499994)"
NYC,ALIM DELI & GROCERY CORP.,102 EAST 103RD  STREET,NEW YORK,NY,10029,MANHATTAN,NEW YORK CITY,DELICATESSEN,11/10/2020,"102 EAST 103RD  STREET
NEW YORK, NY 10029
(40.79079998200007, -73.94908503299996)"
DUTCHESS,"HOPEWELL MART (HOPEWELL MART, INC.)",854 ROUTE 82,"HOPEWELL JCT.,",NY,12533,E. FISHKILL,DUTCHESS,CONVENIENCE/GAS,11/10/2020,"854 ROUTE 82
HOPEWELL JCT.,, NY 12533
(41.58032899300008, -73.80806403899999)"
SUFFOLK,MG DELI OF RIVERHEAD,999 E MAIN STREET,RIVERHEAD,NY,11901,SOUTHAMPTON,SUFFOLK,DELICATESSEN,11/10/2020,"999 E MAIN STREET
RIVERHEAD, NY 11901
(40.92725900000005, -72.64907196799999)"
NYC,NEW FIREHOUSE DELI AND GRILL INC,5615 METROPOLITAN AVENUE,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,BAR/LOUNGE,11/10/2020,"5615 METROPOLITAN AVENUE
RIDGEWOOD, NY 11385
(40.71301998600006, -73.90645400299996)"
NYC,"ROSE 1 CONVENIENCE, INC",81 NEW DORP PLAZA N,STATEN ISLAND,NY,10306,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,11/10/2020,"81 NEW DORP PLAZA N
STATEN ISLAND, NY 10306
(40.573319979000075, -74.11803100899994)"
ONONDAGA,A-PLUS MINI MART,35 EAST GENESEE STREET,BALDWINSVILLE,NY,13207,LYSANDER,ONONDAGA,CONVENIENCE/GAS,11/10/2020,"35 EAST GENESEE STREET
BALDWINSVILLE, NY 13207
(43.159250013000076, -76.32867599699995)"
HERKIMER DO,VAPERS CHOICE,4803 NY 30,AMSTERDAM,NY,12010,AMSTERDAM,MONTGOMERY,OTHER,11/10/2020,"4803 NY 30
AMSTERDAM, NY 12010
(42.974480010000036, -74.18746996399994)"
NYC,EMILIO DELI GROCERY CORP,4321 CHURCH AVENUE,BROOKLYN,NY,11203,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,11/10/2020,"4321 CHURCH AVENUE
BROOKLYN, NY 11203
(40.651580007000064, -73.93636599799999)"
DUTCHESS,RHINEBECK FOOD & GASOLINE-RHINEBECK FOOD & GAS INC,3904 ROUTE 9G,RHINEBECK,NY,12572,RHINEBECK,DUTCHESS,CONVENIENCE/GAS,11/10/2020,"3904 ROUTE 9G
RHINEBECK, NY 12572
(41.974165999000036, -73.90773500999995)"
WESTCHESTER,233 GROVE STREET FOOD CORP,253 GROVE STREET,WHITE PLAINS,NY,10601,WHITE PLAINS,WESTCHESTER,CONVENIENCE STORE,11/10/2020,"253 GROVE STREET
WHITE PLAINS, NY 10601
(41.02789566400003, -73.76852832999998)"
WESTCHESTER,DANNY'S CARD & GIFTS,851 PELHAM PARKWAY,PELHAM,NY,10803,PELHAM,WESTCHESTER,STATIONERY STORE,11/10/2020,"851 PELHAM PARKWAY
PELHAM, NY 10803
(40.891286009000055, -73.82071501299998)"
